# Para traducir los marcadores <FUL:ENDO> de los textos del juego.
# clave = el apellido en romaji en mayusculas, que es lo que
# el marcador lleva dentro. Lo genera
# herramientas/construir_marcadores.py (NOTAS O-98).
clave,tipo,completo,nombre,apellido
YAMANA,persona,REDD,,
YAMANA AKANE,persona,Rosie Redd,,
YAMANAAKANE,persona,Rosie Redd,,
YAMANAKA,persona,,,
YAMANAKA KEI,persona,Ace Fettick,,
YAMANAKAKEI,persona,Ace Fettick,,
YAMANASHI,persona,,,
YAMANASHI FUJIO,persona,Don Snow,,
YAMANASHIFUJIO,persona,Don Snow,,
YAMANE,persona,,,
YAMANE MINORI,persona,Blake Wintry,,
YAMANE YO,persona,Joe Small,,
YAMANEMINORI,persona,Blake Wintry,,
YAMANEYO,persona,Joe Small,,
YAMANISHI,persona,,,
YAMANISHI HIROMASA,persona,Josh Rogan,,
YAMANISHIHIROMASA,persona,Josh Rogan,,
YAMANO,persona,Yamano,Yamano,Yamano
YAMANO BAN,persona,Van Yamano,Van,Yamano
YAMANOBAN,persona,Van Yamano,Van,Yamano
YAMANOUCHI,persona,Yamanouchi,Yamanouchi,Yamanouchi
YAMANOUCHI TOYO,persona,Toyo Yamanouchi,Toyo,Yamanouchi
YAMANOUCHITOYO,persona,Toyo Yamanouchi,Toyo,Yamanouchi
YAMAOKA,persona,,,
YAMAOKA YO,persona,Mack Ramey,,
YAMAOKAYO,persona,Mack Ramey,,
YAMARYU,persona,,,
YAMARYU KUNIO,persona,Rudy Stemper,,
YAMARYUKUNIO,persona,Rudy Stemper,,
YAMASHIRO,persona,,,
YAMASHIRO KIZUKU,persona,Bastiana Chateau,,
YAMASHIRO REIHO,persona,Raylon Highmoor,,
YAMASHIROKIZUKU,persona,Bastiana Chateau,,
YAMASHIROREIHO,persona,Raylon Highmoor,,
YAMATAKE,persona,CARR,,
YAMATAKE RARII,persona,Walter Carr,,
YAMATAKERARII,persona,Walter Carr,,
YAMATO,persona,Cinquedea,Cinquedea,Cinquedea
YAMATO SUSUMU,persona,Edward Albion,,
YAMATOSUSUMU,persona,Edward Albion,,
YAMATSUMI,persona,,,
YAMATSUMI KENO,persona,Kenard Montemar,,
YAMATSUMIKENO,persona,Kenard Montemar,,
YAMAUCHI,persona,,,
YAMAUCHI KANEHISA,persona,Rock Scowlon,,
YAMAUCHIKANEHISA,persona,Rock Scowlon,,
YAMAWARO,persona,Yeti,,
YAMAZAKI,persona,,,
YAMAZAKI KOTARO,persona,Flynt Pine,,
YAMAZAKI SAKINE,persona,Laurie Nowlin,,
YAMAZAKIKOTARO,persona,Flynt Pine,,
YAMAZAKISAKINE,persona,Laurie Nowlin,,
YAME,persona,,,
YAME MAINE,persona,Masala Mettler,,
YAMEMAINE,persona,Masala Mettler,,
YAMETA,persona,,,
YAMETA YACHI,persona,Misia Cheveuse,,
YAMETAYACHI,persona,Misia Cheveuse,,
YAMINE,persona,,,
YAMINE KAERA,persona,Chauncey Slinka,,
YAMINEKAERA,persona,Chauncey Slinka,,
YAMINO,persona,CIMMERIAN,,
YAMINO KAGETO,persona,Shadow Cimmerian,,
YAMINOKAGETO,persona,Shadow Cimmerian,,
YAMIYO,persona,ALLDARK,,
YAMIYO YAMAKI,persona,Reggie Alldark,,
YAMIYOYAMAKI,persona,Reggie Alldark,,
YAMORI,persona,,,
YAMORI NEMU,persona,Rod Opsin,,
YAMORINEMU,persona,Rod Opsin,,
YAMPOAPAN,persona,Yuth Poonlarp,,
YANAGAWA,persona,,,
YANAGAWA KOKI,persona,Caffrey Punt,,
YANAGAWAKOKI,persona,Caffrey Punt,,
YANAGI,persona,,,
YANAGI MITSUO,persona,Spike Stiletto,,
YANAGIDA,persona,,,
YANAGIDA SHIGERU,persona,Jason Jones,,
YANAGIDASHIGERU,persona,Jason Jones,,
YANAGIMITSUO,persona,Spike Stiletto,,
YANAMI,persona,Noelle,,
YANG,persona,YANG,,
YANG GUNWOO,persona,Gunwoo Yang,,
YANGGUNWOO,persona,Gunwoo Yang,,
YANO,persona,MACGOUGH,,
YANO KYUJI,persona,Jody MacGough,,
YANOKYUJI,persona,Jody MacGough,,
YANOURA,persona,,,
YANOURA KAZUHIKO,persona,Carl Belcher,,
YANOURAKAZUHIKO,persona,Carl Belcher,,
YANYE,persona,YARNE,,
YAONO,persona,,,
YAONO SUMIKO,persona,Suzanne Yuma,,
YAONOSUMIKO,persona,Suzanne Yuma,,
YARIHARA,persona,,,
YARIHARA TOGERU,persona,Cid Drewend,,
YARIHARATOGERU,persona,Cid Drewend,,
YARINO,persona,,,
YARINO IKUO,persona,Rupert Spiers,,
YARINOIKUO,persona,Rupert Spiers,,
YARISAKI,persona,,,
YARISAKI YUJI,persona,Autry Rogers,,
YARISAKIYUJI,persona,Autry Rogers,,
YASHA,persona,,,
YASHA MITSUTOSHI,persona,Hugh Pronghorn,,
YASHAMITSUTOSHI,persona,Hugh Pronghorn,,
YASHIKI,persona,,,
YASHIKI KANSUKE,persona,Armand Sedate,,
YASHIKIKANSUKE,persona,Armand Sedate,,
YASHIMA,persona,Checker,Checker,Checker
YASHIMA YOSUKE,persona,Gammon Checker,Gammon,Checker
YASHIMAYOSUKE,persona,Gammon Checker,Gammon,Checker
YASHIRO,persona,Castlehoven,Castlehoven,Castlehoven
YASHIRO MOMOKO,persona,Fonda Katz,,
YASHIRO SUBERU,persona,Govin Castlehoven,Govin,Castlehoven
YASHIROMOMOKO,persona,Fonda Katz,,
YASHIROSUBERU,persona,Govin Castlehoven,Govin,Castlehoven
YASOJIMA,persona,ALLURE,,
YASOJIMA NEIRO,persona,Belle Allure,,
YASOJIMANEIRO,persona,Belle Allure,,
YASUDE,persona,,,
YASUDE NAGAFUMI,persona,Alaric Durnham,,
YASUDENAGAFUMI,persona,Alaric Durnham,,
YASUKAWA,persona,,,
YASUKAWA SHINNOSUKE,persona,Nick Crew,,
YASUKAWASHINNOSUKE,persona,Nick Crew,,
YASUKI,persona,Linden,,
YASUKOKU,persona,BEELZY,,
YASUKOKU MASAO,persona,Bob Beelzy,,
YASUKOKUMASAO,persona,Bob Beelzy,,
YASUMORI,persona,,,
YASUMORI CHIHARU,persona,Terran Gaea,,
YASUMORI SHINYA,persona,Lehman Rind,,
YASUMORICHIHARU,persona,Terran Gaea,,
YASUMORISHINYA,persona,Lehman Rind,,
YASUNAGA,persona,,,
YASUNAGA HIDETSUGU,persona,Cameron Morefield,,
YASUNAGAHIDETSUGU,persona,Cameron Morefield,,
YASUNOBU,persona,Lachlan,,
YASUTOMI,persona,GERUND,,
YASUTOMI FUMIAKI,persona,Gerald Gerund,,
YASUTOMIFUMIAKI,persona,Gerald Gerund,,
YATARO,persona,Orin,,
YATSUDA,persona,,,
YATSUDA HIDETAKA,persona,Reg Thrift,,
YATSUDAHIDETAKA,persona,Reg Thrift,,
YATSUHAKA,persona,,,
YATSUHAKA TATARU,persona,Alexander Brave,,
YATSUHAKATATARU,persona,Alexander Brave,,
YATSURU,persona,Laymark Starwyn,Laymark,Starwyn
YAWARA,persona,,,
YAWARA TERUYOSHI,persona,Gary Osoto,,
YAWARATERUYOSHI,persona,Gary Osoto,,
YAYOI,persona,,,
YAYOI HINATA,persona,Ashley Dale,,
YAYOIHINATA,persona,Ashley Dale,,
YAZU,persona,,,
YAZU MEITA,persona,Aren Yarrow,,
YAZU TENKEI,persona,Tenkei Yazu,,
YAZUMEITA,persona,Aren Yarrow,,
YAZUTENKEI,persona,Tenkei Yazu,,
YELLOW,persona,Yellow,,
YELLOW D,persona,Yellow D,,
YELLOW S,persona,Yellow S,,
YELLOWD,persona,Yellow D,,
YELLOWS,persona,Yellow S,,
YEON,persona,BULL-SAY,,
YEON JIHUN,persona,Yeon Bull-say,,
YEONHUN,persona,Yeon,,
YEONJIHUN,persona,Yeon Bull-say,,
YI,persona,YI,,
YI CHEONGYUN,persona,Jung-Hoon Yi,,
YICHEONGYUN,persona,Jung-Hoon Yi,,
YMIR,persona,Ymir,,
YMIR CATENA,persona,Ymir Catena,,
YMIRCATENA,persona,Ymir Catena,,
YODA,persona,,,
YODA HIROJI,persona,Mal Maroon,,
YODAHIROJI,persona,Mal Maroon,,
YODOYAMA,persona,,,
YODOYAMA HIROYOSHI,persona,Elian Kitronic,,
YODOYAMAHIROYOSHI,persona,Elian Kitronic,,
YOGA,persona,,,
YOGI,persona,,,
YOGI SO,persona,Kit Chapman,,
YOGISO,persona,Kit Chapman,,
YOHEI,persona,Nastick,,
YOI,persona,Zuna Yokochenko,Zuna,Yokochenko
YOICHI,persona,Teller,,
YOKA,persona,Jellis,,
YOKKA,persona,,,
YOKO,persona,Riff,,
YOKOCHI,persona,,,
YOKOCHI KAZUYA,persona,Dave Lung,,
YOKOCHIKAZUYA,persona,Dave Lung,,
YOKODE,persona,,,
YOKODE SASAE,persona,Reuben Sidegate,,
YOKODESASAE,persona,Reuben Sidegate,,
YOKOFURI,persona,,,
YOKOFURI NOBUMASA,persona,Dazziel Spinwick,,
YOKOFURINOBUMASA,persona,Dazziel Spinwick,,
YOKOGAMI,persona,DERREY,,
YOKOGAMI TSUN,persona,Tsun Derrey,,
YOKOGAMITSUN,persona,Tsun Derrey,,
YOKOHAMA,persona,,,
YOKOHAMA EIJI,persona,Francis Paine,,
YOKOHAMAEIJI,persona,Francis Paine,,
YOKOIE,persona,PIPERPLUME,,
YOKOIE KATORI,persona,Marjorie Piperplume,,
YOKOIEKATORI,persona,Marjorie Piperplume,,
YOKOJIMA,persona,PUDDEN,,
YOKOJIMA MYU,persona,Strata Pudden,,
YOKOJIMAMYU,persona,Strata Pudden,,
YOKOMICHI,persona,,,
YOKOMICHI TOMOHISA,persona,George Barros,,
YOKOMICHITOMOHISA,persona,George Barros,,
YOKOTA,persona,,,
YOKOTA KENICHI,persona,Ken Broad,,
YOKOTAKENICHI,persona,Ken Broad,,
YOKOYAMA,persona,,,
YOKOYAMA KEISUKE,persona,Eric Motter,,
YOKOYAMAKEISUKE,persona,Eric Motter,,
YOMITE,persona,,,
YOMITE MIKOHITO,persona,Micco Chantelle,,
YOMITEMIKOHITO,persona,Micco Chantelle,,
YOMIYA,persona,,,
YOMIYA SATOSHI,persona,Mitchell Angelio,,
YOMIYASATOSHI,persona,Mitchell Angelio,,
YOMOGI,persona,Dashwood,Dashwood,Dashwood
YOMOGI KENTA,persona,Vearn Dashwood,Vearn,Dashwood
YOMOGIKENTA,persona,Vearn Dashwood,Vearn,Dashwood
YOMOYAMA,persona,,,
YOMOYAMA DOSHIN,persona,Doshin Yomoyama,,
YOMOYAMADOSHIN,persona,Doshin Yomoyama,,
YOMUNO,persona,,,
YOMUNO SHINTO,persona,Kipp Sycamore,,
YOMUNOSHINTO,persona,Kipp Sycamore,,
YONAGUNI,persona,,,
YONAGUNI KATSUJI,persona,Jambo Reemoth,,
YONAGUNIKATSUJI,persona,Jambo Reemoth,,
YONBUICHI,persona,Francis,,
YONE,persona,Bobine,,
YONEHISA,persona,Tez Beyan,Tez,Beyan
YONEYA,persona,MUDD,,
YONEYA SAE,persona,Sandra Mudd,,
YONEYAMA,persona,,,
YONEYAMA UEHITO,persona,Homer Grower,,
YONEYAMAUEHITO,persona,Homer Grower,,
YONEYASAE,persona,Sandra Mudd,,
YONEYUME,persona,RIKA,,
YONEYUME KAKU,persona,Amir Rika,,
YONEYUMEKAKU,persona,Amir Rika,,
YONEZAWA,persona,,,
YONEZAWA YOSHIHIRO,persona,Bob Lioteck,,
YONEZAWAYOSHIHIRO,persona,Bob Lioteck,,
YONGJIN,persona,Yongjin,,
YONGWO,persona,Kim,,
YONKI,persona,HOGG,,
YONKI TO,persona,Harley Hogg,,
YONKITO,persona,,,
YONKOMA,persona,,,
YONKOMA TATAMI,persona,Drewey Fournell,,
YONKOMATATAMI,persona,Drewey Fournell,,
YORHYE,persona,,,
YOROI,persona,,,
YOROI MORITO,persona,Bill Aegis,,
YOROIMORI,persona,CHEVALIER,,
YOROIMORI NORI,persona,Galahad Chevalier,,
YOROIMORINORI,persona,Galahad Chevalier,,
YOROIMORITO,persona,Bill Aegis,,
YOROZU,persona,BLUEBELLS,,
YOROZU HIROMI,persona,Bela Bluebells,,
YOROZUHIROMI,persona,Bela Bluebells,,
YOROZUYA,persona,,,
YOROZUYA YOSHICHIKA,persona,Primo Eden,,
YOROZUYAYOSHICHIKA,persona,Primo Eden,,
YOSHI,persona,,,
YOSHI KATSUMI,persona,Ardel Kernel,,
YOSHIDA,persona,,,
YOSHIDA KAZUHITO,persona,Gyll Netters,,
YOSHIDAKAZUHITO,persona,Gyll Netters,,
YOSHIHIKO,persona,Ash,Ash,Ash
YOSHIIE,persona,SESTRAL,,
YOSHIIE KAKO,persona,Anne Sestral,,
YOSHIIEKAKO,persona,Anne Sestral,,
YOSHIIKE,persona,,,
YOSHIIKE DONTA,persona,Dashiell Fass,,
YOSHIIKEDONTA,persona,Dashiell Fass,,
YOSHIKATSUMI,persona,Ardel Kernel,,
YOSHIKAWA,persona,,,
YOSHIKAWA MOTOFUMI,persona,Zach Putter,,
YOSHIKAWAMOTOFUMI,persona,Zach Putter,,
YOSHIKUNI,persona,,,
YOSHIKUNI MASAICHI,persona,Shay Diebold,,
YOSHIKUNIMASAICHI,persona,Shay Diebold,,
YOSHIMI,persona,,,
YOSHIMI HISASHI,persona,Tip Bolster,,
YOSHIMIHISASHI,persona,Tip Bolster,,
YOSHIMINE,persona,,,
YOSHIMINE IKUJIRO,persona,Woody Prince,,
YOSHIMINE MISAKI,persona,Calico Corsair,,
YOSHIMINEIKUJIRO,persona,Woody Prince,,
YOSHIMINEMISAKI,persona,Calico Corsair,,
YOSHIMOTO,persona,,,
YOSHIMOTO KAZUKI,persona,Beck Hand,,
YOSHIMOTOKAZUKI,persona,Beck Hand,,
YOSHIMURA,persona,,,
YOSHIMURA ERI,persona,Matilde Pendlebury,,
YOSHIMURAERI,persona,Matilde Pendlebury,,
YOSHINAGA,persona,,,
YOSHINAGA YOSUKE,persona,Lee Dorr,,
YOSHINAGAYOSUKE,persona,Lee Dorr,,
YOSHINE,persona,FOXE,,
YOSHINE KYUZO,persona,Renardo Foxe,,
YOSHINEKYUZO,persona,Renardo Foxe,,
YOSHINO,persona,,,
YOSHINO MASARU,persona,Morgan Iser,,
YOSHINOBU,persona,Tokugawa,Tokugawa,Tokugawa
YOSHINOMASARU,persona,Morgan Iser,,
YOSHIOKA,persona,,,
YOSHIOKA SHUN,persona,Sul Tarner,,
YOSHIOKASHUN,persona,Sul Tarner,,
YOSHITAKE,persona,,,
YOSHITAKE HIDETOSHI,persona,Jarmon Fisk,,
YOSHITAKEHIDETOSHI,persona,Jarmon Fisk,,
YOSHIZAKI,persona,Yoshizaki,Yoshizaki,Yoshizaki
YOSUKE,persona,,,
YOTSUBA,persona,Reed,,
YOTSUCHI,persona,Baz,,
YOTSUHATO,persona,HARTE,,
YOTSUHATO KOKORO,persona,Pinkie Harte,,
YOTSUHATOKOKORO,persona,Pinkie Harte,,
YOTSUI,persona,,,
YOTSUI SEIJI,persona,Saul Durban,,
YOTSUISEIJI,persona,Saul Durban,,
YOTSUKADO,persona,,,
YOTSUKADO KEIRI,persona,Annalisa Cubon,,
YOTSUKADOKEIRI,persona,Annalisa Cubon,,
YOTSUME,persona,Umick,,
YOTSUME UMIKKI,persona,Yolanda Umick,,
YOTSUMEUMIKKI,persona,Yolanda Umick,,
YOTSUYA,persona,COOMBS,,
YOTSUYA SEKINA,persona,Gemma Coombs,,
YOTSUYASEKINA,persona,Gemma Coombs,,
YOWAKIDA,persona,WITHERS,,
YOWAKIDA SHIZUYA,persona,Willow Withers,,
YOWAKIDASHIZUYA,persona,Willow Withers,,
YOYOBI,persona,TRAILWOOD,,
YOYOBI YAE,persona,Lydia Trailwood,,
YOYOBIYAE,persona,Lydia Trailwood,,
YOZAKURA,persona,Millennium,Millennium,Millennium
YOZAKURA SHISHIO,persona,Lenox Grinder,,
YOZAKURASHISHIO,persona,Lenox Grinder,,
YU,persona,Lewis,Lewis,Lewis
YUA,persona,Aylin,,
YUASA,persona,,,
YUASA AKIRA,persona,Walter Mendip,,
YUASAAKIRA,persona,Walter Mendip,,
YUCHI,persona,,,
YUDO,persona,,,
YUDO ASAHI,persona,Solren Dawnwright,,
YUDOASAHI,persona,Solren Dawnwright,,
YUEI,persona,Starry Durant,Starry,Durant
YUGE,persona,,,
YUGE NOBORU,persona,Isaac Binks,,
YUGE REIJI,persona,Ray Bowing,,
YUGENOBORU,persona,Isaac Binks,,
YUGEREIJI,persona,Ray Bowing,,
YUGIRI,persona,,,
YUGIRI SOYA,persona,Carter Nightly,,
YUGIRISOYA,persona,Carter Nightly,,
YUGUCHI,persona,,,
YUGUCHI TETSUMA,persona,Brent Cross,,
YUGUCHITETSUMA,persona,Brent Cross,,
YUHWAN,persona,Han,,
YUI,persona,Polearm,,
YUICHI,persona,,,
YUICHIRO,persona,Trevor Cook,Trevor,Cook
YUIKO,persona,Colbeck,,
YUINA,persona,Juno Hundertmark,Juno,Hundertmark
YUIRI,persona,Stiler,,
YUKA,persona,Blaze,Blaze,Blaze
YUKAI,persona,,,
YUKAI MIZUHO,persona,Calder Elm,,
YUKAIMIZUHO,persona,Calder Elm,,
YUKAKO,persona,Cramer,,
YUKAO,persona,MACLEAN,,
YUKAO SOJI,persona,Pat Maclean,,
YUKAOSOJI,persona,Pat Maclean,,
YUKARI,persona,Mycota,,
YUKAWA,persona,RALLYE,,
YUKAWA KUMA,persona,Curven Rallye,,
YUKAWAKUMA,persona,Curven Rallye,,
YUKI,persona,LaChance,LaChance,LaChance
YUKI JO,persona,Tynan Crowe,,
YUKI SHOGO,persona,Mac Gabbon,,
YUKIE,persona,Faythe,,
YUKIJI,persona,Sart,Sart,Sart
YUKIJI KEIICHI,persona,Moe Sart,Moe,Sart
YUKIJIKEIICHI,persona,Moe Sart,Moe,Sart
YUKIJO,persona,Tynan Crowe,,
YUKIMI,persona,SNOWBELL,,
YUKIMI RECHINO,persona,Eden Snowbell,,
YUKIMIRECHINO,persona,Eden Snowbell,,
YUKIMURA,persona,Snio,Snio,Snio
YUKIMURA HYOGA,persona,Njord Snio,Njord,Snio
YUKIMURAHYOGA,persona,Njord Snio,Njord,Snio
YUKINO,persona,,,
YUKINO SEIYA,persona,Sean Snowfield,,
YUKINORI,persona,Caelum Wade,Caelum,Wade
YUKINOSEIYA,persona,Sean Snowfield,,
YUKIO,persona,Tristan,,
YUKIONNA,persona,Janice,,
YUKISHOGO,persona,Mac Gabbon,,
YUKIYAMA,persona,,,
YUKIYAMA GAKUJI,persona,Cal Cooler,,
YUKIYAMAGAKUJI,persona,Cal Cooler,,
YUKOKU,persona,,,
YUKOKU HIROYUKI,persona,Johan Tassman,,
YUKOKUHIROYUKI,persona,Johan Tassman,,
YUKY,persona,Gabbon,,
YUKYU,persona,FRESH,,
YUKYU SAKIKO,persona,Saskia Fresh,,
YUKYUSAKIKO,persona,Saskia Fresh,,
YUMA,persona,,,
YUMA GUREI,persona,Viv Grey,,
YUMAGUREI,persona,Viv Grey,,
YUME,persona,Haddad,,
YUME LINDSEY,persona,Yasir Haddad,,
YUMECHIYO,persona,Leeward,,
YUMEHIKO,persona,Lorien Swain,Lorien,Swain
YUMEKA,persona,Egerer,,
YUMELINDSEY,persona,Yasir Haddad,,
YUMEMI,persona,,,
YUMEMI KATSURO,persona,Somnal Brightmore,,
YUMEMIKATSURO,persona,Somnal Brightmore,,
YUMEOI,persona,,,
YUMEOI RINSHI,persona,Dreamer Havenridge,,
YUMEOIRINSHI,persona,Dreamer Havenridge,,
YUMI,persona,,,
YUMI SUGURU,persona,Miles Seaford,,
YUMINE,persona,Dama Whitebridge,Dama,Whitebridge
YUMISUGURU,persona,Miles Seaford,,
YUMOTO,persona,Poplawska,Poplawska,Poplawska
YUMOTO CHINAMI,persona,Daria Poplawska,Daria,Poplawska
YUMOTO FUMIO,persona,Wiktor Poplawska,Wiktor,Poplawska
YUMOTO TSUKIMI,persona,Yelena Poplawska,Yelena,Poplawska
YUMOTOCHINAMI,persona,Daria Poplawska,Daria,Poplawska
YUMOTOFUMIO,persona,Wiktor Poplawska,Wiktor,Poplawska
YUMOTOTSUKIMI,persona,Yelena Poplawska,Yelena,Poplawska
YUNAGI,persona,HABERDASH,,
YUNAGI KAZURA,persona,Erina Haberdash,,
YUNAGIKAZURA,persona,Erina Haberdash,,
YURA,persona,,,
YURA FUGO,persona,Gram Vineela,,
YURAFUGO,persona,Gram Vineela,,
YURANO,persona,Swae,,
YURI,persona,,,
YURI AVELIN,persona,Yuri Avelin,Yuri,Avelin
YURI RODINA,persona,Yuri Dolchin,Yuri,Dolchin
YURIAVELIN,persona,Yuri Avelin,Yuri,Avelin
YURIKA,persona,Beor,Beor,Beor
YURIKA BEOR,persona,Jade Beor,Jade,Beor
YURIKABEOR,persona,Jade Beor,Jade,Beor
YURINA,persona,Yurina,,
YURIRODINA,persona,Yuri Dolchin,Yuri,Dolchin
YUSA,persona,,,
YUSA KONPEI,persona,Clark Rain,,
YUSAKONPEI,persona,Clark Rain,,
YUSUF,persona,Massoud,,
YUSUF MUHADI,persona,Yusuf Massoud,,
YUSUFMUHADI,persona,Yusuf Massoud,,
YUSUKE,persona,Viorain Maleby,Viorain,Maleby
YUTA,persona,Flashman,Flashman,Flashman
YUTAKA,persona,Menn,,
YUTO,persona,Sharp,Sharp,Sharp
YUYA,persona,Scott Banyan,Scott,Banyan
ZAB,persona,,,
ZABA,persona,S'haha,,
ZABA HARLAH,persona,S'haha,,
ZABAHARLAH,persona,S'haha,,
ZABEL,persona,ZAWEL,,
ZABINE,persona,Carrie,,
ZABINE NOJIMA,persona,Carrie Ogrova,,
ZABINENOJIMA,persona,Carrie Ogrova,,
ZACK,persona,Abdulla,,
ZACK ABDULLA,persona,Zack Abdulla,,
ZACKABDULLA,persona,Zack Abdulla,,
ZAFAR,persona,Chacha,,
ZAFAR GIN,persona,Chacha Goncharov,,
ZAFARGIN,persona,Chacha Goncharov,,
ZAFFIRE,persona,ZAFFIRO,,
ZAGOMEL,persona,Luceafăr,,
ZAGOMEL ZANDE,persona,Lars Luceafăr,,
ZAGOMELZANDE,persona,Lars Luceafăr,,
ZAHAR,persona,ZAHIR,,
ZAHM,persona,ROSS,,
ZAICK,persona,ZANE,,
ZAIHO,persona,,,
ZAIHO TANJI,persona,Argento Salvage,,
ZAIHOTANJI,persona,Argento Salvage,,
ZAIZEN,persona,Vanguard,Vanguard,Vanguard
ZAIZEN SOSUKE,persona,Stewart Vanguard,Stewart,Vanguard
ZAIZEN TOKO,persona,Victoria Vanguard,Victoria,Vanguard
ZAIZENSOSUKE,persona,Stewart Vanguard,Stewart,Vanguard
ZAIZENTOKO,persona,Victoria Vanguard,Victoria,Vanguard
ZAK,persona,Omercer,,
ZAKH,persona,ZAKHAROV,,
ZAKHAROV,persona,GLISANDEROV,,
ZAMANI,persona,ZAMANI,,
ZANAKURO,persona,Avalon,Avalon,Avalon
ZANARDI,persona,ZANARDI,,
ZANARK,persona,Avalonic,Avalonic,Avalonic
ZANARK AVALONIC,persona,Zanark Avalonic,Zanark,Avalonic
ZANARKAVALONIC,persona,Zanark Avalonic,Zanark,Avalonic
ZAND,persona,ZAND,,
ZANDE,persona,LUCEAFĂR,,
ZANMA,persona,NASTION,,
ZANMA SHIDO,persona,Brutus Nastion,,
ZANMASHIDO,persona,Brutus Nastion,,
ZANOU,persona,,,
ZARA,persona,Ess,,
ZARA KUS,persona,Faiv Ess,,
ZARAKUS,persona,Faiv Ess,,
ZARTAN WALDER,persona,Zartan Walder,,
ZARTANWALDER,persona,Zartan Walder,,
ZASHIKI,persona,,,
ZASHIKI DO,persona,Les Knightley,,
ZASHIKIDO,persona,Les Knightley,,
ZATAN,persona,,,
ZATT,persona,,,
ZAUL,persona,Kolosalyov,Kolosalyov,Kolosalyov
ZAUL SARENKO,persona,Anton Kolosalyov,Anton,Kolosalyov
ZAULSARENKO,persona,Anton Kolosalyov,Anton,Kolosalyov
ZAUR,persona,Malayev,Malayev,Malayev
ZAUR MELEV,persona,Zafar Malayev,Zafar,Malayev
ZAURMELEV,persona,Zafar Malayev,Zafar,Malayev
ZAX,persona,Circes,Circes,Circes
ZEIK,persona,,,
ZELL,persona,,,
ZELUS,persona,Zelus,,
ZENDOJI,persona,,,
ZENDOJI MAKOTO,persona,Ron Flappibal,,
ZENDOJIMAKOTO,persona,Ron Flappibal,,
ZENIGATA,persona,,,
ZENIGATA YOSHIO,persona,Anthony Coyne,,
ZENIGATAYOSHIO,persona,Anthony Coyne,,
ZENKI,persona,,,
ZENRI,persona,Francesca,,
ZENSUI,persona,,,
ZENSUI MIKISUKE,persona,Roy Ellway,,
ZENSUIMIKISUKE,persona,Roy Ellway,,
ZEROSU,persona,ZEALON,,
ZEROSU RETSUSHI,persona,Ciro Zealon,,
ZEROSURETSUSHI,persona,Ciro Zealon,,
ZETA,persona,,,
ZHANG,persona,Zhang,Zhang,Zhang
ZHANG FEI,persona,Zhang Fei,Fei,Zhang
ZHANGFEI,persona,Zhang Fei,Fei,Zhang
ZHAO,persona,,,
ZHAO JINTON,persona,Maestro Li,Maestro,Li
ZHAO JINYUN,persona,Mister Yi,Mister,Yi
ZHAO JINYUNS,sitio,Equipo de Mister Yi,Equipo de Mister Yi,Equipo de Mister Yi
ZHAO MAO,persona,Mars Hung,,
ZHAO XING,persona,Jackie Tan,Jackie,Tan
ZHAOJINTON,persona,Maestro Li,Maestro,Li
ZHAOJINYUN,persona,Mister Yi,Mister,Yi
ZHAOJINYUNS,sitio,Equipo de Mister Yi,Equipo de Mister Yi,Equipo de Mister Yi
ZHAOMAO,persona,Mars Hung,,
ZHAOXING,persona,Jackie Tan,Jackie,Tan
ZHITOVA,persona,PITSIKATOV,,
ZHUGE,persona,Zhuge,Zhuge,Zhuge
ZHUGE LIANG,persona,Zhuge Liang,Liang,Zhuge
ZHUGELIANG,persona,Zhuge Liang,Liang,Zhuge
ZHUQUE,persona,Phoenix,,
ZINC,persona,,,
ZINNIAS,persona,,,
ZION MADNER,persona,Xyron Madric,,
ZIONMADNER,persona,Xyron Madric,,
ZIPPY,persona,Zyphar,,
ZIPPY DOWA,persona,Zyphar Doar,,
ZIPPYDOWA,persona,Zyphar Doar,,
ZIWENG,persona,Li,Li,Li
ZMUSHIMO,persona,ZUMISH,,
ZOHEN,persona,,,
ZOKEI,persona,FORMBY,,
ZOKEI SAKUO,persona,Bill Formby,,
ZOKEISAKUO,persona,Bill Formby,,
ZOKUSEIGA,persona,ELLEMENT,,
ZOKUSEIGA NEKKETSU,persona,Bernie Ellement,,
ZOKUSEIGA SHIPPU,persona,Gail Ellement,,
ZOKUSEIGA SOSHIKI,persona,Clay Ellement,,
ZOKUSEIGA TOKUSHU,persona,Woody Ellement,,
ZOKUSEIGANEKKETSU,persona,Bernie Ellement,,
ZOKUSEIGASHIPPU,persona,Gail Ellement,,
ZOKUSEIGASOSHIKI,persona,Clay Ellement,,
ZOKUSEIGATOKUSHU,persona,Woody Ellement,,
ZOLANI,persona,Baloi,,
ZOLANI BALOI,persona,Zolani Baloi,,
ZOLANIBALOI,persona,Zolani Baloi,,
ZONA PRINCIPAL,sitio,Zona principal,Zona principal,Zona principal
ZONAPRINCIPAL,sitio,Zona principal,Zona principal,Zona principal
ZORA,persona,Zora,,
ZORA SEICHET,persona,Zora Selwick,,
ZORASEICHET,persona,Zora Selwick,,
ZOSEN,persona,Nobeard,,
ZOTAN,persona,,,
ZUBELDIA,persona,ESPINDOLA,,
ZUCK,persona,,,
ZUKERAN,persona,,,
ZUKERAN REITO,persona,Jack Griddle,,
ZUKERANREITO,persona,Jack Griddle,,
ZUNDAL,persona,Zundar,,
ZUNDAL ZAND,persona,Zundar Zand,,
